student_id,name,institution,degree,graduation_year,cgpa,technical_score,communication_score,behavioral_score,cognitive_score,resume_score,psychometric_behavioral,overall_score,experience_months,projects_count,is_placed,salary_lpa,role,placement_prob
STU0834,Student_3561_834,IIT Hyderabad,B.Tech AI&ML,2025,6.6,46.5,20.0,24.0,75.8,45.6,58.3,41.0,0,0,0,0.0,Not Placed,49.5
STU0835,Student_1770_835,IIT Madras,BCA,2026,7.9,67.5,61.3,54.5,70.5,43.2,59.1,61.7,0,0,1,7.2,Junior Developer,64.3
STU0836,Student_8055_836,IIT Bombay,B.E CSE,2025,7.1,70.4,60.0,41.3,70.2,58.0,57.4,61.2,6,2,1,7.6,Technical Support,64.7
STU0837,Student_5382_837,IIT Delhi,B.Tech ECE,2027,5.4,51.1,42.9,20.0,66.4,46.5,57.9,45.1,6,5,0,0.0,Not Placed,43.0
STU0838,Student_2817_838,IIT Bombay,B.Tech ECE,2027,8.7,87.5,44.3,37.7,87.9,68.3,48.0,67.0,18,0,1,9.0,Data Scientist,68.5
STU0839,Student_5786_839,DTU Delhi,B.Tech AI&ML,2027,7.2,41.7,23.0,25.6,91.9,29.9,74.6,41.1,0,1,0,0.0,Not Placed,47.3
STU0840,Student_3257_840,IIT Bombay,B.E CSE,2026,9.2,70.7,20.0,50.7,85.7,55.6,77.5,57.3,0,2,0,0.0,Not Placed,70.3
STU0841,Student_8760_841,NIT Trichy,B.Sc Data Science,2027,8.2,86.7,65.7,20.0,62.5,83.7,61.1,65.2,0,2,1,8.9,Data Analyst,67.4
STU0842,Student_3483_842,NSIT Delhi,B.Tech IT,2025,6.2,100.0,95.2,44.1,72.2,71.8,75.0,80.9,24,1,1,9.9,Data Analyst,75.4
STU0843,Student_6927_843,IIT Madras,B.Tech AI&ML,2025,8.5,71.6,94.2,24.5,44.3,52.6,49.1,60.7,0,0,0,0.0,Not Placed,69.4
STU0844,Student_6542_844,NIT Trichy,B.Tech IT,2025,6.3,46.6,20.0,37.3,62.4,35.1,60.5,40.6,0,1,1,2.5,Junior Developer,45.0
STU0845,Student_9516_845,IIT Kharagpur,B.Tech IT,2026,7.2,72.3,21.5,20.0,75.2,63.8,73.5,51.3,12,2,0,0.0,Not Placed,61.4
STU0846,Student_6139_846,NIT Trichy,B.Tech CSE,2026,8.5,61.1,47.2,66.7,38.1,53.8,75.4,55.3,0,0,1,4.8,Technical Support,65.8
STU0847,Student_9919_847,IIT Hyderabad,B.Tech AI&ML,2027,9.5,52.4,36.2,32.1,36.7,27.9,61.1,40.3,6,2,0,0.0,Not Placed,50.9
STU0848,Student_5940_848,IIT Bombay,B.Tech CSE,2027,8.5,71.5,62.4,39.9,88.0,57.3,64.6,64.4,6,0,0,0.0,Not Placed,67.6
STU0849,Student_9860_849,IIT Kharagpur,B.E CSE,2025,8.3,56.6,54.2,20.0,53.5,53.5,59.5,48.0,0,0,1,4.8,Junior Developer,56.0
STU0850,Student_9846_850,IIT Hyderabad,B.Sc Data Science,2025,8.6,52.9,34.0,56.9,93.1,61.2,70.5,56.8,0,0,1,4.9,Junior Developer,65.6
STU0851,Student_7110_851,IIT Kharagpur,BCA,2025,6.4,46.9,20.0,58.2,57.0,36.0,61.9,44.2,0,0,0,0.0,Not Placed,43.9
STU0852,Student_1085_852,SRM Chennai,BCA,2025,7.0,38.9,33.9,20.0,57.4,20.0,54.6,35.0,0,3,0,0.0,Not Placed,45.4
STU0853,Student_9737_853,IIT Hyderabad,B.E CSE,2026,5.1,35.4,24.7,20.0,99.9,50.3,60.7,41.3,12,1,0,0.0,Not Placed,40.6
STU0854,Student_3293_854,DTU Delhi,B.Tech IT,2027,8.4,53.1,20.0,31.6,67.4,37.2,59.0,42.7,12,1,1,5.1,QA Engineer,54.4
STU0855,Student_2605_855,IIT Delhi,B.Tech IT,2026,6.1,67.2,52.8,20.0,83.9,32.5,59.6,53.9,0,0,1,6.4,Technical Support,52.5
STU0856,Student_9622_856,VIT Vellore,B.Tech IT,2026,6.7,53.7,65.7,20.0,100.0,48.2,67.4,55.8,24,2,0,0.0,Not Placed,58.7
STU0857,Student_9020_857,DTU Delhi,B.Tech IT,2025,10.0,45.1,20.0,20.0,70.5,20.0,70.5,36.4,24,1,1,5.6,QA Engineer,46.4
STU0858,Student_9669_858,IIT Bombay,B.E CSE,2026,7.7,59.1,32.1,51.7,57.6,69.5,73.8,53.0,18,1,0,0.0,Not Placed,58.1
STU0859,Student_2945_859,IIT Hyderabad,B.Tech IT,2025,7.5,85.6,76.4,36.9,62.1,52.6,72.3,67.2,0,1,1,6.4,Software Engineer,66.8
STU0860,Student_7135_860,IIT Kharagpur,B.Sc Data Science,2026,5.9,55.9,20.0,20.0,78.3,35.9,50.5,42.9,0,3,1,4.9,Technical Support,42.7
STU0861,Student_5644_861,IIT Kanpur,B.Tech ME,2027,7.7,64.1,33.9,35.1,72.7,41.5,67.5,51.3,0,1,1,5.3,QA Engineer,57.6
STU0862,Student_8411_862,NIT Trichy,B.Tech IT,2026,6.7,63.1,59.3,100.0,51.3,55.8,60.0,67.2,0,0,0,0.0,Not Placed,70.1
STU0863,Student_8551_863,NSIT Delhi,B.Tech AI&ML,2027,6.6,42.5,29.1,20.0,84.2,34.6,60.2,40.8,0,2,0,0.0,Not Placed,45.5
STU0864,Student_7711_864,VIT Vellore,B.E CSE,2026,7.1,70.8,32.1,36.0,57.1,45.9,61.9,51.6,6,2,1,6.6,Technical Support,55.8
STU0865,Student_3713_865,DTU Delhi,B.Tech CSE,2027,6.7,88.3,77.8,29.8,53.7,100.0,74.8,70.5,0,2,0,0.0,Not Placed,72.9
STU0866,Student_2395_866,IIT Kanpur,B.Tech CSE,2027,7.8,52.4,43.2,20.0,39.5,26.0,54.2,39.5,0,0,0,0.0,Not Placed,48.7
STU0867,Student_9713_867,IIT Delhi,B.Tech CSE,2026,7.4,43.5,20.0,41.5,73.7,34.7,68.3,42.0,0,2,1,4.2,Junior Developer,51.4
STU0868,Student_6249_868,VIT Vellore,B.Tech CSE,2026,9.2,55.8,32.6,20.0,63.6,56.2,73.6,45.2,0,1,1,5.5,Technical Support,59.2
STU0869,Student_7258_869,IIT Kharagpur,B.Tech ECE,2025,5.3,86.7,33.1,68.2,64.5,77.8,67.7,68.1,0,0,1,6.2,Software Engineer,71.7
STU0870,Student_6026_870,VIT Vellore,B.Tech ME,2025,5.7,51.6,21.2,20.0,71.4,63.0,74.3,43.3,0,0,1,2.5,QA Engineer,48.0
STU0871,Student_3334_871,VIT Vellore,BCA,2026,8.8,69.6,56.2,35.6,72.9,62.2,61.9,59.9,0,0,0,0.0,Not Placed,65.2
STU0872,Student_4874_872,SRM Chennai,B.Tech IT,2025,7.4,81.5,41.1,48.0,98.7,79.2,73.0,69.1,0,1,1,7.5,Software Engineer,69.0
STU0873,Student_4829_873,IIT Madras,B.Sc Data Science,2027,7.9,85.0,82.9,20.0,50.3,83.7,60.9,66.2,6,0,1,7.2,Full Stack Developer,75.3
STU0874,Student_7664_874,SRM Chennai,B.Tech ECE,2027,6.0,53.9,20.0,70.0,69.7,42.4,71.7,51.6,0,1,0,0.0,Not Placed,53.5
STU0875,Student_3755_875,NSIT Delhi,B.E CSE,2027,8.6,86.5,51.1,46.5,81.5,62.8,69.0,68.3,0,0,0,0.0,Not Placed,78.2
STU0876,Student_8612_876,IIT Hyderabad,B.Sc Data Science,2027,8.4,29.4,31.3,20.0,80.6,32.9,75.5,35.9,0,0,1,3.9,Technical Support,49.6
STU0877,Student_7228_877,NIT Trichy,B.E CSE,2027,9.1,93.9,70.1,56.9,83.1,83.9,69.9,79.1,0,1,1,8.4,SDE-II,86.4
STU0878,Student_7476_878,DTU Delhi,B.Tech ECE,2025,7.5,47.9,52.9,29.7,100.0,20.0,60.7,50.3,12,0,0,0.0,Not Placed,57.3
STU0879,Student_9270_879,NSIT Delhi,BCA,2027,8.9,73.0,55.7,23.5,52.6,62.3,54.8,55.5,0,0,1,8.7,Junior Developer,68.4
STU0880,Student_6269_880,NIT Trichy,B.E CSE,2026,8.1,45.4,55.8,49.2,46.4,25.1,47.3,46.4,6,0,1,5.3,QA Engineer,57.8
STU0881,Student_8807_881,IIT Madras,B.Tech CSE,2027,8.4,56.7,46.6,20.0,82.0,38.7,62.4,49.3,6,1,0,0.0,Not Placed,53.7
STU0882,Student_7435_882,Anna University,B.Tech ECE,2027,6.0,41.9,43.9,32.3,85.8,37.4,52.6,46.5,12,2,0,0.0,Not Placed,50.3
STU0883,Student_8293_883,BITS Pilani,B.Tech ECE,2026,7.2,64.5,74.4,51.0,93.0,58.7,64.0,67.5,0,2,1,5.9,Technical Support,72.8
STU0884,Student_1138_884,IIT Bombay,B.Tech AI&ML,2026,7.8,46.2,26.6,24.0,94.1,20.0,61.3,42.4,6,2,1,3.2,QA Engineer,54.3
STU0885,Student_6862_885,IIT Kanpur,B.Tech ECE,2027,5.9,88.6,73.0,75.7,82.0,95.6,71.1,82.6,0,5,0,0.0,Not Placed,79.7
STU0886,Student_6947_886,IIT Madras,B.Sc Data Science,2026,7.9,89.9,51.2,42.2,65.4,46.6,55.2,64.6,24,2,1,7.6,Software Engineer,74.1
STU0887,Student_2817_887,IIT Kharagpur,B.Tech AI&ML,2025,7.6,82.3,50.5,79.6,48.1,80.1,59.8,70.1,6,0,1,7.7,Full Stack Developer,73.0
STU0888,Student_3101_888,DTU Delhi,B.Tech ECE,2025,10.0,63.7,31.4,20.0,66.7,49.5,61.2,47.5,6,0,1,6.1,Junior Developer,57.2
STU0889,Student_1378_889,DTU Delhi,B.Sc Data Science,2027,8.3,57.2,20.0,31.7,34.5,50.0,57.7,40.5,6,2,1,6.7,Junior Developer,51.3
STU0890,Student_6292_890,VIT Vellore,B.Tech IT,2026,9.1,46.0,48.1,20.0,96.3,32.4,62.8,47.4,6,3,1,4.6,Junior Developer,52.2
STU0891,Student_4678_891,IIT Madras,B.Sc Data Science,2026,7.0,48.2,26.6,28.1,90.1,20.0,65.5,43.3,0,1,1,3.5,Technical Support,49.5
STU0892,Student_1415_892,DTU Delhi,B.E CSE,2027,7.7,91.2,62.7,51.4,78.9,74.1,69.1,74.0,0,0,1,7.7,Software Engineer,75.6
STU0893,Student_2584_893,IIT Madras,B.Tech AI&ML,2026,6.7,52.8,29.0,56.0,21.7,47.0,51.7,43.4,6,1,0,0.0,Not Placed,52.1
STU0894,Student_5102_894,IIT Kanpur,B.Tech ECE,2026,7.9,74.5,61.0,20.0,90.5,50.8,72.7,60.9,0,0,1,5.6,Technical Support,63.3
STU0895,Student_2194_895,NSIT Delhi,B.Tech AI&ML,2025,6.4,78.2,49.0,20.0,87.5,53.3,58.7,59.6,18,1,1,5.3,Software Engineer,63.6
STU0896,Student_2065_896,NSIT Delhi,B.Tech ME,2025,7.8,63.9,52.9,20.0,58.9,49.7,71.0,50.8,0,0,1,5.2,Junior Developer,61.7
STU0897,Student_1914_897,Anna University,B.Tech CSE,2026,8.8,65.8,38.8,35.0,67.5,59.9,72.1,53.9,0,1,1,6.8,Technical Support,65.4
STU0898,Student_1173_898,SRM Chennai,B.Tech IT,2026,8.9,45.7,25.8,20.0,74.7,32.3,58.6,39.6,6,1,0,0.0,Not Placed,53.0
STU0899,Student_1425_899,SRM Chennai,BCA,2027,7.6,78.7,24.1,85.4,65.8,38.7,66.6,63.2,0,2,1,7.5,Software Engineer,64.2
STU0900,Student_3064_900,BITS Pilani,B.Sc Data Science,2026,7.4,84.8,70.6,56.3,76.8,66.6,66.7,73.2,0,0,1,7.5,Software Engineer,73.7
STU0901,Student_3091_901,IIT Kharagpur,B.Tech IT,2027,7.7,66.3,58.6,24.6,43.8,54.9,73.6,51.9,0,3,0,0.0,Not Placed,63.0
STU0902,Student_3385_902,IIT Delhi,B.Tech AI&ML,2026,6.0,88.1,97.2,46.1,50.6,65.6,71.2,73.6,0,2,1,8.7,Full Stack Developer,73.4
STU0903,Student_1939_903,IIT Kanpur,B.Tech CSE,2026,6.8,96.1,50.6,26.4,86.6,49.6,80.5,67.0,6,0,0,0.0,Not Placed,68.5
STU0904,Student_2120_904,NIT Trichy,B.E CSE,2027,7.5,42.6,28.9,24.6,72.4,42.0,66.6,40.7,0,2,0,0.0,Not Placed,47.5
STU0905,Student_6499_905,IIT Hyderabad,B.Sc Data Science,2026,7.8,79.5,46.3,70.9,66.1,67.0,56.4,67.9,0,3,1,8.5,Software Engineer,69.4
STU0906,Student_4654_906,DTU Delhi,B.E CSE,2026,8.3,56.1,26.5,22.1,80.5,37.4,61.6,45.2,12,1,1,6.0,Technical Support,55.1
STU0907,Student_7558_907,IIT Delhi,B.Tech CSE,2026,5.2,35.6,29.9,20.0,85.9,40.1,75.0,39.3,0,0,1,2.5,QA Engineer,36.6
STU0908,Student_6896_908,IIT Madras,B.Tech CSE,2025,7.4,78.0,45.8,90.9,99.8,62.5,78.1,75.9,0,2,1,8.2,Full Stack Developer,72.7
STU0909,Student_5029_909,IIT Delhi,B.E CSE,2025,7.3,51.9,49.4,32.5,72.7,31.5,56.4,48.6,0,2,1,3.1,Junior Developer,50.6
STU0910,Student_2818_910,NIT Trichy,B.E CSE,2026,8.6,60.5,63.9,23.6,54.2,47.6,67.6,51.6,18,5,1,5.5,QA Engineer,58.9
STU0911,Student_8106_911,DTU Delhi,B.Tech ECE,2025,6.6,92.4,94.2,54.7,88.7,61.2,80.4,81.5,6,0,0,0.0,Not Placed,75.9
STU0912,Student_7196_912,DTU Delhi,BCA,2026,8.5,64.7,20.0,27.3,60.6,40.0,60.1,45.2,0,0,0,0.0,Not Placed,56.1
STU0913,Student_4098_913,Anna University,B.Sc Data Science,2025,6.5,43.8,20.0,46.5,60.1,28.9,61.1,40.5,12,5,1,4.0,QA Engineer,44.0
STU0914,Student_9011_914,IIT Kanpur,B.Tech ECE,2026,8.0,20.0,29.3,37.9,54.2,20.0,52.5,30.6,0,1,0,0.0,Not Placed,42.3
STU0915,Student_9342_915,NIT Trichy,B.Tech AI&ML,2027,7.8,26.1,20.0,43.3,56.1,35.8,50.5,33.8,0,5,1,2.5,Junior Developer,41.5
STU0916,Student_8762_916,IIT Kharagpur,B.Tech IT,2027,8.3,62.6,37.0,42.0,77.1,58.6,71.8,55.1,12,1,1,4.5,QA Engineer,65.6
STU0917,Student_4840_917,VIT Vellore,B.E CSE,2026,5.8,55.5,83.0,46.4,100.0,61.2,69.2,66.4,0,0,1,2.9,Product Analyst,62.9
STU0918,Student_2376_918,IIT Kharagpur,B.Tech AI&ML,2027,7.5,30.2,21.4,39.9,61.0,29.1,58.4,34.9,0,2,0,0.0,Not Placed,41.0
STU0919,Student_7981_919,SRM Chennai,B.Tech AI&ML,2026,7.0,44.6,20.0,20.0,56.5,52.7,57.1,37.4,0,1,0,0.0,Not Placed,43.7
STU0920,Student_3942_920,SRM Chennai,B.E CSE,2026,6.9,88.6,81.7,68.7,74.6,68.1,75.1,79.1,0,2,1,6.6,Full Stack Developer,79.5
STU0921,Student_5528_921,IIT Kanpur,B.Tech ECE,2025,6.6,78.3,70.7,37.0,85.6,71.8,71.8,69.0,6,0,1,5.7,Software Engineer,65.0
STU0922,Student_5496_922,IIT Kanpur,B.Tech ME,2027,6.0,54.9,41.6,34.0,64.1,21.0,76.2,46.1,0,0,0,0.0,Not Placed,52.2
STU0923,Student_6679_923,NSIT Delhi,B.Tech IT,2026,8.1,77.2,62.6,53.5,84.0,66.5,60.7,69.5,0,2,1,5.8,Full Stack Developer,75.8
STU0924,Student_3445_924,VIT Vellore,B.E CSE,2025,7.2,71.3,45.2,48.4,76.6,67.0,71.6,61.9,6,2,1,5.4,Junior Developer,67.1
STU0925,Student_8559_925,NIT Trichy,B.Tech ECE,2026,5.9,58.1,41.3,20.0,90.8,48.2,73.1,51.0,0,1,1,5.6,Technical Support,56.8
STU0926,Student_1493_926,NIT Trichy,B.Tech ME,2027,6.7,76.5,51.9,42.6,58.4,81.2,68.0,62.6,12,2,1,7.2,Data Analyst,68.6
STU0927,Student_6567_927,IIT Kanpur,B.Tech IT,2026,5.2,88.6,77.8,54.9,66.6,75.7,67.7,75.1,0,1,1,7.8,Full Stack Developer,73.7
STU0928,Student_1527_928,IIT Delhi,B.Tech ME,2026,8.4,46.8,32.4,23.6,63.6,37.3,62.3,40.8,18,1,0,0.0,Not Placed,50.7
STU0929,Student_7404_929,VIT Vellore,B.E CSE,2026,5.3,75.8,48.2,24.4,73.0,42.0,55.9,56.2,0,1,1,5.7,Data Analyst,53.2
STU0930,Student_5991_930,IIT Bombay,B.Tech ME,2025,8.1,46.5,25.8,33.2,58.4,36.5,58.1,40.5,0,0,1,5.2,Junior Developer,50.9
STU0931,Student_2138_931,VIT Vellore,B.Sc Data Science,2025,9.6,100.0,71.4,74.2,43.3,98.0,69.7,80.4,0,0,1,9.0,Data Scientist,82.8
STU0932,Student_6353_932,VIT Vellore,B.Tech IT,2025,9.0,59.9,35.1,44.5,54.0,60.2,52.2,51.0,0,5,1,5.7,Junior Developer,64.6
STU0933,Student_4382_933,IIT Delhi,B.E CSE,2026,6.4,80.2,46.9,23.9,60.9,63.8,52.3,57.7,0,2,0,0.0,Not Placed,60.5
STU0934,Student_6084_934,IIT Hyderabad,B.E CSE,2027,10.0,47.8,28.6,22.1,63.7,45.7,63.6,41.0,0,2,1,4.4,QA Engineer,55.6
STU0935,Student_5044_935,Anna University,BCA,2027,6.0,90.5,61.9,85.4,36.3,74.7,74.3,74.0,0,2,1,7.8,Full Stack Developer,76.6
STU0936,Student_8476_936,NIT Trichy,B.Sc Data Science,2026,7.2,70.9,41.3,36.9,64.9,49.2,72.3,55.1,0,0,0,0.0,Not Placed,61.2
STU0937,Student_8079_937,SRM Chennai,B.Tech IT,2027,7.8,81.2,52.9,34.8,61.0,65.0,57.6,61.6,0,3,1,7.2,Software Engineer,63.7
STU0938,Student_5485_938,BITS Pilani,B.Sc Data Science,2027,6.9,100.0,28.4,56.8,95.9,81.5,71.9,74.6,18,1,1,9.6,Software Engineer,80.2
STU0939,Student_2986_939,NIT Trichy,B.Tech ECE,2025,6.7,20.2,20.0,20.0,58.0,20.0,80.5,25.8,0,0,0,0.0,Not Placed,33.5
STU0940,Student_4397_940,Anna University,B.Tech CSE,2026,7.8,55.7,21.3,41.9,96.7,41.6,56.4,50.8,6,1,0,0.0,Not Placed,52.0
STU0941,Student_6630_941,DTU Delhi,B.Tech IT,2025,8.7,33.3,25.9,28.1,68.9,20.0,62.1,34.8,0,2,1,2.5,QA Engineer,44.1
STU0942,Student_8942_942,SRM Chennai,B.Tech ECE,2025,5.7,24.0,35.7,25.5,71.3,20.0,50.8,33.3,0,0,1,2.5,QA Engineer,37.6
STU0943,Student_3643_943,IIT Delhi,B.Tech CSE,2027,7.0,22.6,20.0,20.0,79.1,20.0,70.6,29.8,0,2,1,2.5,Technical Support,33.1
STU0944,Student_1183_944,BITS Pilani,B.Sc Data Science,2025,8.8,74.4,52.3,27.0,81.1,79.7,78.4,62.0,0,1,1,8.0,Junior Developer,67.8
STU0945,Student_1782_945,BITS Pilani,B.Tech ECE,2026,5.7,41.9,42.2,29.9,89.7,33.3,57.0,45.9,6,2,1,2.8,QA Engineer,49.6
STU0946,Student_5091_946,NIT Trichy,B.E CSE,2025,5.7,42.4,44.3,41.2,75.4,20.0,53.1,45.2,12,2,1,4.1,Technical Support,43.2
STU0947,Student_2035_947,IIT Kanpur,B.Tech ECE,2027,8.9,53.3,21.0,32.5,60.4,60.5,50.2,44.5,12,1,1,5.0,QA Engineer,51.0
STU0948,Student_4105_948,IIT Hyderabad,B.E CSE,2027,4.9,64.4,36.6,20.0,87.8,59.5,71.7,53.0,0,0,1,3.6,QA Engineer,52.3
STU0949,Student_7588_949,BITS Pilani,BCA,2025,8.3,48.5,20.0,43.8,75.9,40.9,61.9,45.2,6,1,1,3.2,Technical Support,52.0
STU0950,Student_2103_950,IIT Kanpur,B.Tech IT,2026,6.6,63.0,65.8,25.9,46.4,37.7,69.2,51.1,0,5,1,6.6,Junior Developer,57.9
STU0951,Student_3809_951,IIT Kharagpur,B.Tech ECE,2027,7.3,54.8,45.7,20.0,74.6,35.1,54.6,47.0,0,3,0,0.0,Not Placed,51.2
STU0952,Student_3177_952,NIT Trichy,B.Tech ME,2027,7.0,64.0,48.3,20.0,57.9,46.5,63.2,49.4,24,2,0,0.0,Not Placed,57.6
STU0953,Student_2106_953,NIT Trichy,B.Tech CSE,2027,7.7,94.9,46.7,64.0,58.0,69.9,59.2,71.0,0,1,1,8.9,Full Stack Developer,78.7
STU0954,Student_1217_954,IIT Kanpur,B.Tech CSE,2027,10.0,81.9,73.8,58.0,45.9,70.3,66.5,68.9,6,2,1,7.9,Data Analyst,79.0
STU0955,Student_1981_955,IIT Delhi,BCA,2026,8.7,79.1,83.1,39.9,53.5,58.9,61.7,66.2,0,2,1,6.9,Software Engineer,69.6
STU0956,Student_8270_956,DTU Delhi,BCA,2025,5.0,66.8,40.1,40.2,84.2,46.8,68.2,56.8,6,1,0,0.0,Not Placed,54.2
STU0957,Student_7797_957,BITS Pilani,B.Sc Data Science,2025,6.3,43.8,47.2,20.0,69.0,40.8,64.5,43.2,0,0,0,0.0,Not Placed,44.5
STU0958,Student_1885_958,BITS Pilani,B.E CSE,2027,9.3,22.3,27.0,20.0,90.6,20.0,60.5,32.8,0,1,1,3.5,Junior Developer,45.8
STU0959,Student_1099_959,IIT Bombay,B.Tech AI&ML,2025,8.6,77.8,39.0,38.0,69.9,61.8,56.1,59.3,0,0,1,9.1,Software Engineer,71.0
STU0960,Student_9992_960,NSIT Delhi,B.E CSE,2025,7.9,59.2,28.9,22.2,66.8,20.0,53.2,43.0,6,0,1,5.3,QA Engineer,51.9
STU0961,Student_3890_961,IIT Hyderabad,B.E CSE,2026,8.1,48.9,31.0,57.1,84.9,49.9,64.5,52.5,12,1,1,4.8,Technical Support,55.7
STU0962,Student_6891_962,VIT Vellore,B.Tech IT,2025,7.2,61.1,48.9,25.9,92.4,46.9,75.5,54.9,6,2,1,5.5,Technical Support,58.6
STU0963,Student_8897_963,IIT Madras,B.Tech IT,2026,8.7,36.8,32.4,37.4,83.4,20.0,64.3,41.4,18,1,0,0.0,Not Placed,53.6
STU0964,Student_3503_964,Anna University,B.Tech ME,2026,6.6,59.0,64.9,34.5,59.1,36.7,57.1,53.1,6,0,1,4.0,Junior Developer,55.1
STU0965,Student_3238_965,DTU Delhi,B.Tech AI&ML,2025,7.2,71.7,69.7,55.0,59.3,71.5,57.5,66.1,6,1,1,4.8,Junior Developer,64.4
STU0966,Student_7628_966,VIT Vellore,B.Tech IT,2027,7.3,93.8,68.1,56.5,94.6,57.8,53.0,77.7,0,3,1,9.0,Full Stack Developer,77.1
STU0967,Student_3039_967,VIT Vellore,B.Tech ME,2025,7.9,68.3,71.0,45.4,63.9,54.7,55.9,62.2,6,2,0,0.0,Not Placed,68.8
STU0968,Student_6711_968,Anna University,B.Tech AI&ML,2027,10.0,75.4,55.9,56.3,80.6,58.6,67.1,66.8,6,0,1,8.5,Data Analyst,76.2
STU0969,Student_1565_969,NIT Trichy,B.Tech CSE,2027,8.0,48.8,55.4,34.6,80.9,55.7,65.6,52.8,0,0,1,4.7,Junior Developer,59.5
STU0970,Student_3644_970,IIT Madras,B.Tech ECE,2025,8.5,50.5,36.2,32.6,55.7,68.2,48.2,46.6,0,1,0,0.0,Not Placed,56.1
STU0971,Student_2316_971,Anna University,B.E CSE,2026,9.1,79.3,40.1,58.5,92.0,63.0,67.9,67.6,24,2,1,8.6,Full Stack Developer,70.1
STU0972,Student_7271_972,IIT Hyderabad,B.Sc Data Science,2027,8.3,88.3,75.2,49.3,65.6,76.0,74.9,73.2,6,0,0,0.0,Not Placed,75.8
STU0973,Student_6642_973,IIT Delhi,B.Sc Data Science,2027,8.7,44.6,27.8,20.0,64.2,47.9,76.4,39.6,6,0,0,0.0,Not Placed,46.7
STU0974,Student_3759_974,SRM Chennai,B.Tech CSE,2025,7.7,66.2,47.9,28.2,69.1,66.5,59.8,55.4,0,2,0,0.0,Not Placed,56.5
STU0975,Student_8060_975,IIT Delhi,B.Tech ME,2026,6.4,56.0,40.3,55.1,49.9,41.0,52.7,50.3,18,1,1,4.3,Junior Developer,50.5
STU0976,Student_4482_976,IIT Delhi,B.E CSE,2025,6.5,51.4,24.0,34.3,67.6,34.5,73.9,43.2,0,5,0,0.0,Not Placed,50.9
STU0977,Student_7697_977,SRM Chennai,B.Tech ECE,2027,9.5,26.5,27.2,20.0,72.3,20.0,60.8,31.6,0,0,1,2.5,Technical Support,40.4
STU0978,Student_4846_978,SRM Chennai,B.Tech AI&ML,2027,6.8,47.1,26.2,32.5,79.0,47.9,61.5,44.9,6,2,1,2.9,QA Engineer,52.3
STU0979,Student_1685_979,IIT Bombay,B.E CSE,2027,8.7,88.3,60.9,49.0,72.9,56.9,70.5,69.5,18,1,1,8.7,ML Engineer,77.8
STU0980,Student_6521_980,IIT Hyderabad,B.Tech IT,2026,8.3,59.6,45.0,20.9,80.6,46.7,59.8,50.8,24,2,0,0.0,Not Placed,56.8
STU0981,Student_6918_981,BITS Pilani,B.Tech IT,2026,7.4,56.0,49.1,26.5,93.9,62.4,60.4,55.0,12,2,0,0.0,Not Placed,60.0
STU0982,Student_1050_982,SRM Chennai,B.Tech IT,2027,6.7,58.5,71.0,29.5,75.4,53.3,54.8,57.2,0,0,0,0.0,Not Placed,62.6
STU0983,Student_9693_983,IIT Kharagpur,B.E CSE,2026,6.1,47.3,20.0,38.2,100.0,39.6,52.2,47.2,12,1,0,0.0,Not Placed,49.5
STU0984,Student_4079_984,IIT Madras,BCA,2025,6.9,44.6,44.2,41.4,52.7,44.4,80.3,45.1,24,2,0,0.0,Not Placed,51.2
STU0985,Student_8279_985,IIT Kanpur,B.Tech AI&ML,2026,10.0,47.0,75.2,21.8,61.1,41.5,62.6,49.2,0,3,0,0.0,Not Placed,61.5
STU0986,Student_8800_986,BITS Pilani,B.Tech ECE,2027,5.9,60.2,61.4,35.1,72.1,53.9,59.6,56.6,6,3,0,0.0,Not Placed,56.3
STU0987,Student_9267_987,IIT Madras,B.Tech ME,2026,8.2,59.6,44.2,54.9,52.1,35.6,51.4,52.1,24,1,1,6.1,Junior Developer,61.8
STU0988,Student_8311_988,IIT Bombay,B.Tech AI&ML,2027,9.1,62.6,23.7,28.8,47.7,36.6,56.3,43.2,6,0,1,5.3,Junior Developer,55.1
STU0989,Student_1478_989,IIT Delhi,BCA,2026,8.8,63.6,45.8,33.1,81.6,60.3,69.2,56.3,24,2,1,5.5,Technical Support,66.0
STU0990,Student_3224_990,Anna University,B.Tech AI&ML,2025,7.2,75.8,48.0,45.5,65.9,55.2,64.8,60.6,6,2,1,5.9,Full Stack Developer,67.4
STU0991,Student_6623_991,VIT Vellore,B.Tech IT,2027,9.1,88.4,43.0,76.3,65.2,77.9,64.2,72.4,0,0,1,10.0,Data Scientist,79.1
STU0992,Student_2436_992,IIT Bombay,B.Tech ECE,2026,7.9,35.3,33.8,45.4,67.4,44.6,65.8,42.8,6,0,0,0.0,Not Placed,51.7
STU0993,Student_7025_993,IIT Delhi,BCA,2026,4.8,100.0,92.4,54.9,40.4,83.5,64.9,78.9,0,1,1,6.6,Full Stack Developer,75.6
STU0994,Student_7941_994,NIT Trichy,BCA,2027,8.0,46.2,49.1,42.2,84.6,37.0,62.6,50.8,0,1,1,4.6,Junior Developer,60.5
STU0995,Student_9819_995,SRM Chennai,BCA,2025,7.2,37.2,46.3,60.1,69.4,55.7,61.2,50.3,0,2,1,2.5,Junior Developer,56.5
STU0996,Student_3389_996,DTU Delhi,B.Tech CSE,2027,6.7,97.7,56.7,71.9,61.6,72.7,70.6,76.4,24,2,1,9.2,Data Analyst,74.9
